source,review_id,user_name,review_description,rating,thumbs_up,review_version,review_date,developer_response,developer_response_date,language_code,country_code
Google Play,89a523fd-46b4-41f6-b69e-5499d12e24f5,Esheen Espina,Its good at first.,1,0,376.2.2,2024-05-17 13:45:32,,,en,us
Google Play,edbcef13-b547-4af2-bfd3-43112504b473,Nagaseshulu Seshu,Good working,5,0,376.2.2,2024-05-17 12:34:42,,,en,us
Google Play,3e352613-d36c-4c11-a2c9-f55fe3d26b04,Joseph Nyachoti,It's serving me well.,5,0,374.2.4,2024-05-17 12:00:12,,,en,us
Google Play,2bb4e52f-858b-49c3-9746-2264615085d7,FRANKIE ARNOLD,Does The Job!!!,5,0,376.2.2,2024-05-17 09:22:10,,,en,us
Google Play,bc69e114-9841-4359-b80f-b9959c3f36f6,Joseph Adaba,nice app,4,0,376.2.2,2024-05-17 09:19:23,,,en,us
Google Play,2b47c37d-9aac-4a2a-8499-77ec9efc5c4c,Jim B,"Why have you changed the 'save' doc process on Android?classic case of wonderful interface, intuitive easy effective. It forces me to save every doc as ""View"", how is this helpful? What if I've accidentally save a doc as ""View"" already, I'm now blocked from saving there. You're creating issues that don't need to be there & we're not before!",1,1,376.2.2,2024-05-17 09:02:37,"Hi there, you can reach out to our support team on X at @DropboxSupport, on the Dropbox Facebook page, or on our Official Online Community https://www.dropboxforum.com/. We’d like to hear more about this and help out if we can. Thanks!",2024-05-17 12:54:05,en,us
Google Play,350531c7-ae03-410d-aaf6-9d678cb004b8,Benita Fowler,Wanted to have storage on phone to dued can't send emails,2,0,,2024-05-17 05:32:53,,,en,us
Google Play,3127baad-b56a-4055-9e4a-0f57b778d579,Tanya Hall,Drop box is the greatest thing I've come across since the beginning of technology. I love it so much.,5,0,376.2.2,2024-05-17 00:52:40,,,en,us
Google Play,783b03ff-1e53-4121-8de2-0e4eaea74ac7,Angela Clare,Great for my choir practice audios.,4,0,376.2.2,2024-05-16 23:53:23,,,en,us
Google Play,feda4e19-a85b-45c2-90d8-c54ca6644056,Shamik Dwivedi,Great!,5,0,376.2.2,2024-05-16 23:20:07,,,en,us
Google Play,75fcbc4c-12ba-4780-86c4-41e9054ad997,Barbara Rumschlag,Great storage easy to use,5,0,376.2.2,2024-05-16 20:06:53,,,en,us
Google Play,1ae1c619-41ca-4b71-8a26-190835255cb7,S Das,"THEY GOT HACKED MAY 2024.. NOTHING WORKS EVER SINCE . THE SUPPORT IS HORRIBLE , THEY WOULD MAKE YOU FEEL LIKE YOU ARE THE PROBLEM.. INSTED OF FIXING IT. THEY DO THIS TOO THE PAID SUBSCRIPTION MEMBERS.. NONE OF CLOUD PRINTING SERVICE WORKS NOR SCANNING . YOUR DATA IS AT RISK WITH DROPBOX",1,0,376.2.2,2024-05-16 19:44:36,,,en,us
Google Play,08e96e6c-8408-4c53-a6e9-080fd990a6f1,Ahmed Mohammed,Maanka,5,0,,2024-05-16 19:39:27,,,en,us
Google Play,5e6941d1-4674-476c-bfc7-6df1323d1989,Sze Chye Yew,Good,5,0,376.2.2,2024-05-16 12:58:37,,,en,us
Google Play,d6a80103-c402-4daa-8f0c-f0abedfcbb69,Gary Corell,"I haven't used this in a while, but now I've updated, I find only one pix of dozens I've uploaded over the years and only a few files I'd left on here that I expected to stay.",3,0,376.2.2,2024-05-16 12:17:36,,,en,us
Google Play,6eb4646a-1a9f-4527-9303-2262f8a1583f,Henry Combs,Difficult to use. Don't trust. Hard to navigate. Wrong options.,3,0,376.2.2,2024-05-16 10:08:04,,,en,us
Google Play,3e3cd742-fca9-490d-b8f4-012fdfb1f276,Ricky Meena,Unexpected app,5,0,,2024-05-16 07:25:17,,,en,us
Google Play,4c83a2bb-1175-4051-b7cb-7589ca7b084d,Linda Miller,Didn't help so I will be canceling it before trial is over,1,0,376.2.2,2024-05-16 07:06:11,,,en,us
Google Play,833b1d6c-89f0-41e2-be10-5f3c14257224,John Wharton Jr,Drop Box can not be beat. I thought a while ago. Drop box can do anything. And now it pretty much can. Drop box a must have for many reasons for the many things it can do for you. Don't get caught with out a app that you need to open a file to play a clip or move. And even send to printer. Drop Box has you covered . AA+++,5,0,374.2.2,2024-05-16 06:22:05,,,en,us
Google Play,96df7307-86a7-43c8-a11a-2b6c621f8def,Sammy Gracie,Haven't used it.,4,0,376.2.2,2024-05-16 05:21:14,,,en,us
Google Play,3f5df442-9550-420a-b77e-afa16decb8d3,Rana Shehzad,Very good,5,0,376.2.2,2024-05-16 02:01:06,,,en,us
Google Play,3c5c0755-3b1c-46ec-9c9b-56edcb705c2e,Gleb Syrovatskii,For so many years I have been waiting and hoping for an app that could manage file versions. Such a disappointment. Still have to use the browser version for that most important feature,1,0,376.2.2,2024-05-16 01:46:22,,,en,us
Google Play,9f39552f-08fc-461b-8b62-70fc8c4049fe,Roxanne Long,I WOULDN'T GIVE IT ONE STAR IF I HAD A CHANCE I CANCELLED MY SUBSCRIPTION 3 TIMES AND I'M STILL BEING CHARGED SCAM ARTISTS!!!!!,1,0,,2024-05-15 21:26:52,,,en,us
Google Play,cbb37c2b-04cb-4fd0-870a-fc222dc350d1,Sane Mbatha,BEST APP EVER!!!,5,0,376.2.2,2024-05-15 21:11:01,,,en,us
Google Play,6f8abeca-94fb-4122-942a-21d12ee7d9ec,Ankit Kumar Patel,"Dropbox has been an absolute game-changer for me! Its seamless integration across all my devices has made sharing and accessing files incredibly convenient. The intuitive interface makes it easy to organize my files, and the generous storage options ensure I never have to worry about running out of space. Plus, the recent updates have improved performance and added even more useful features. I highly recommend Dropbox to anyone looking for a reliable and user-friendly cloud storage solution!",5,0,376.2.2,2024-05-15 16:46:43,,,en,us
Google Play,7958681d-4647-4097-8ebd-afe37fb83801,John David Sumner,𝓓𝓻𝓸𝓹𝓫𝓸𝔁 : 𝓢𝓮𝓬𝓾𝓻𝓮 𝓒𝓵𝓸𝓾𝓭 𝓢𝓽𝓸𝓻𝓪𝓰𝓮 𝓲𝓼 𝓽𝓱𝓮 𝓫𝓮𝓼𝓽,5,0,340.2.4,2024-05-15 07:26:50,,,en,us
Google Play,09c0edc0-0b39-4ba5-815f-cada999f9a97,Md Munna,good 😊,5,0,,2024-05-15 06:11:10,,,en,us
Google Play,fda95c40-e555-4d49-a71a-df2870c27e6c,Andrew Woolman,The mobile app is terrible. So hard to navigate.,3,0,374.2.4,2024-05-15 02:59:54,,,en,us
Google Play,3b9bfad5-5414-4586-a0bb-bf90a289af9d,Ashkan Iravanchi,Fast and friendly...✨️,5,0,376.2.2,2024-05-15 01:25:29,,,en,us
Google Play,ec31a7e1-7644-4dca-bacd-b064140bdd5c,Selahadin Musa,Nice memorial site,5,0,376.2.2,2024-05-15 01:04:43,,,en,us
Google Play,80687b37-a0ea-429e-b364-a7906a76f2e9,Tino Oteri,Absolutely horrible interface for trying to manage and or cancel subscription.,1,0,376.2.2,2024-05-15 00:05:10,,,en,us
Google Play,35e436fb-5cc8-46ae-ae4f-462845e53027,Teddy 1,confusing,1,0,374.2.4,2024-05-14 23:45:19,,,en,us
Google Play,1485b74e-a256-4d0e-ac1e-f07934ce107e,FORTUNE “Igo spender” IGO,Excellent App I Love It,5,0,376.2.2,2024-05-14 22:57:13,,,en,us
Google Play,10e5d30a-d021-4067-a479-ee0236cf8e45,J Morán Daubercies (LifeWork),How can I download the free version for Dropbox. I have an account linked to my Gmail but now it asks me to select a plan method.,1,0,,2024-05-14 21:32:02,,,en,us
Google Play,7d4dca38-0043-4912-bfc6-06f366232a91,Harsh Harsh dadwal,Sir Kam se kam free 10 gb space toh rakhiye app mein please sir I need more space in this app,1,0,376.2.2,2024-05-14 20:20:46,,,en,us
Google Play,7427a03e-42ed-4176-b66e-d42e67b79904,Natasha Ntuli,When I'm attaching the files to emails they disappear,1,0,376.2.2,2024-05-14 18:27:45,,,en,us
Google Play,1bda5700-3f6f-4759-9478-9de75eed9936,Carol Coates,"I have 23 years experience with working with elderly. Job includes basic to total a cute care, including ordering medicine, giving meds, errands. I also worked for Hawthorne pharmacy for 3 years, including customer service, ordering otc meds, and making sure all store items were stocked, checking for out of date and organizing all store items. Helped some with filling meds when we didn't have enough med techs. I love customer service and dedication to regular customers and giving them quality ca",5,0,376.2.2,2024-05-14 18:26:51,,,en,us
Google Play,97088a48-7ddb-4e52-ac70-488030867ae8,Hamzah Velazquez,Dropbox has always been the best storage option ! Just out of reach economically!,5,0,376.2.2,2024-05-14 15:16:54,,,en,us
Google Play,5ec20604-6d43-49d7-bea3-a658cbbde141,Muhammad Sajid Khan,Very Good Application.❤️❤️❤️❤️❤️,5,0,376.2.2,2024-05-14 06:56:50,,,en,us
Google Play,c7af9b47-18cf-45fe-bea9-677086ce6f9b,Eric Manning,Cannot save MS Office365 documents on Dropbox app. Very frustrating. Doesn't matter if you open the MS document through Dropbox or it's own app. The document says it is read only and won't save. Still a problem.,1,25,376.2.2,2024-05-14 06:00:54,"Hey there, thanks for reviewing our app! You can also reach out to our teams on Twitter at @DropboxSupport or on our Official Online Community https://www.dropboxforum.com/ and let us know details about any issues you are experiencing. We can then take a look and see what we can do to help. Thanks!",2024-03-28 07:12:05,en,us
Google Play,5ee07a94-8bd2-43a7-ac94-a7705ddb1021,Luther Cyrus Brown (Biglb2024),Thanks for sharing your support,5,0,376.2.2,2024-05-14 05:36:35,,,en,us
Google Play,545a0e18-8068-4455-b615-08496b52a790,Jen Mutch,Charges ongoing (whether you stop your service or not)! No support if you ever have storage questions (they just push to get you into buying more capacity). Would be nice if they offered a 1-800 # for support.,2,0,374.2.2,2024-05-14 04:51:49,,,en,us
Google Play,39c559d6-f492-4589-bff6-6abc4bed4418,Louise Berman,"If I could sign in to this app, I could review it. But I can't. Keep trying and keep getting messages to sign in. Multiple attempts and multiple security codes. None work.",1,0,,2024-05-14 03:42:14,,,en,us
Google Play,d0dc7a32-5d82-42cf-b7bd-72d4e37a8e22,Noel Kondwani Mtonza,Very useful,4,0,376.2.2,2024-05-14 02:19:58,,,en,us
Google Play,6cd217f0-62af-4d49-9c0a-52302153ea0c,Get- Magnificent,Signed up for a free 30 day trail. Immediately got charged. If that's not a scam I don't know what is. Updated: I requested a refund and to downgrade my account. It's been weeks now and infact no refund has been issued even when being sent a confirmation email that it's being refunded and downgraded. I stand by my belief. In fact days later they sent me an email that it was upgraded and the charge still stands on my card.,1,0,374.2.4,2024-05-13 22:18:35,"Hi there, we’re sorry to hear about that. If you'd like, please post on our community https://www.dropboxforum.com/, or contact our team on X at @DropboxSupport or Facebook at facebook.com/Dropbox. We'd like to gather more information, and look into this with you. Thanks!",2024-05-13 21:50:02,en,us
Google Play,16f3680b-9802-4bad-832e-0bc5b0acec46,Bob Carter - WR7Q,Love it,5,0,376.2.2,2024-05-13 20:18:36,,,en,us
Google Play,ff74c9dc-3ac1-4763-bcdb-13783642b63b,Jean Corson,Makes it impossible to contact and cancel acct on app,1,0,374.2.4,2024-05-13 20:17:53,"Hey there, if you need to cancel your subscription have a look here https://help.dropbox.com/accounts-billing/cancellations-refunds/cancel-mobile for the steps. For further assistance, please reach out to our teams on Twitter at @DropboxSupport or on our Official Online Community https://www.dropboxforum.com/. Cheers!",2024-05-17 19:09:08,en,us
Google Play,adec0549-5009-4bd3-b3b4-b484e03b2372,Trinidad,No experience yet.Just installed. Get back to you.,3,0,376.2.2,2024-05-13 18:58:32,,,en,us
Google Play,2b5da56a-e5ce-4609-a14e-a40fdeed0a0c,SuBoDh AnJuLa 7063,nice 👍,5,0,360.2.2,2024-05-13 17:07:02,,,en,us
Google Play,a43cdb9f-351e-4e3a-95d8-375e8b73b849,Leonardo Azeredo,"Paid version is too expensive for a 3rd world country like Brazil. Review your policy and your moral values. Inclusion is key. There's a world changing, you change too.",1,0,376.2.2,2024-05-13 15:54:47,,,en,us
Google Play,d16a86da-b980-4c3d-a376-39128fa7537e,Utsav Tiwari,Garib aplication,1,0,,2024-05-13 13:39:25,,,en,us
Google Play,4e59719d-29db-421e-a369-3da7ea11dc33,freshair andflower,Hi please soon add more colors and gredients for folders?,3,0,376.2.2,2024-05-13 12:27:52,"Hey there, thanks for reviewing our app. Regarding your interface suggestion, we encourage you to post about it in our Share an Idea section https://www.dropboxforum.com/t5/Share-an-idea/ct-p/101002000 of our Official Online Community. There, it can be seen and voted for by others, and gain the attention of our team. Cheers!",2024-05-17 19:05:38,en,us
Google Play,fac06506-7bfe-4521-9c30-a9dd701c3209,Ephrem Bekele,I think everything is going to be ok,5,0,,2024-05-13 01:38:46,,,en,us
Google Play,cf4da6ff-6b56-4bec-9d8d-fb6690833b46,Nick Bebblebox,it's great 👍🏿,4,0,376.2.2,2024-05-13 00:42:16,,,en,us
Google Play,01db36ac-fca2-447f-8847-1efcf88ea1af,Harminder manj,Hello Dropbox I have a problem please solve my problem. I know my email adress and password. But which you send me 6 digit security code I have not received. Because I forgot my email password please tell me what can I do,4,0,376.2.2,2024-05-12 22:58:06,"Hey there, sorry to hear about that. We encourage you to reach out to our teams on Twitter at @DropboxSupport or on our Official Online Community https://www.dropboxforum.com/ where you can provide some additional details, and allow us to check on this with you.
Thanks!",2024-05-17 19:04:10,en,us
Google Play,abcc2d3c-87a9-43e3-8bdc-c7cbf2f39aa4,Kelvin “Kouttachiga” OuttaChiga,🫳🏾 📝+📋+ 📨 > 📦 = ✅ #DropBox #Awesome #CloudStorageApp,5,0,,2024-05-12 21:56:55,,,en,us
Google Play,217aed55-06ef-4554-b6c0-bfb46f1fd9ca,S R Shohel Rana,Nice App And Veery Usefull App Everyone Use For Dropbox Thanks Everyone,5,0,374.2.4,2024-05-12 14:57:04,,,en,us
Google Play,cd5076a1-45ea-4c69-b983-bc156c9b3447,david raju badamuga,very good,5,0,372.2.4,2024-05-12 14:05:38,,,en,us
Google Play,fd7e2e22-5cba-4083-90af-62d1eef92161,Md Azad Ansari,Dropbox is very easy to use with multiple platforms with cloud system.,5,0,376.2.2,2024-05-12 12:45:54,,,en,us
Google Play,51d6f634-defd-497f-a1d7-7d9ac4b083ef,Michael Jackson,👍🏽👍🏽👍🏽,5,0,376.2.2,2024-05-12 12:33:13,,,en,us
Google Play,97c2f414-f073-4984-a22b-cd189632b5b7,Alexander Demin,Doesn't work on Pixel 8 Pro. It just crashes.,1,0,376.2.2,2024-05-12 11:35:20,"Hey there, sorry to hear about that. We encourage you to reach out to our teams on Twitter at @DropboxSupport or on our Official Online Community https://www.dropboxforum.com/ where you can provide some additional details, and allow us to check on this with you.
Thanks!",2024-05-16 19:18:02,en,us
Google Play,cdf6a00d-01d7-40aa-bbaa-94ed438c08c9,n. a p.,can't download files and sync to mobile,3,0,358.2.4,2024-05-12 00:31:49,"Hey there, sorry to hear that. Try uninstalling our app, restarting your device, and installing again from the Play store. If you continue to experience the issue, we encourage you to reach out to our teams on Twitter at @DropboxSupport or on our Official Online Community https://www.dropboxforum.com/ for further assistance. Thanks!",2024-05-16 19:17:03,en,us
Google Play,7d199f37-e5b7-4de4-8083-e5a08cb4a80f,Azaz Shaikh,Very nice app I'm happy 😊😊😊,5,0,336.2.2,2024-05-11 23:54:26,,,en,us
Google Play,44e1200f-1408-4a89-96f0-536f4cb9768a,Sangram,does not sync properly accross devices.,1,0,366.2.2,2024-05-11 22:27:10,"Hey there, we’re sorry to hear that you’re experiencing an issue with our app. We would like to get some additional information about this, and help in any way we can. Please reach out to our teams on Twitter at @DropboxSupport or on our Official Online Community https://www.dropboxforum.com/ so we can have a look with you. Thanks!",2024-05-16 19:16:28,en,us
Google Play,a31b5f1a-2927-4ac4-9e92-a3d264f6fbd8,Steve Kizer,"I never completed my subscription with Dropbox. After thought and reading reviews, I decided I could not justify the expense for the value received. I really do not have the volume of data that this expense would call for. After thought and a notification from Dropbox advising me I had 29 more days until charges would be made to my account. THIS IS EXACTLY WHY I DO NOT LIKE GOOGLE, NOR ANY OTHER VENDOR, THAT CONNIVES PERSONAL DATA FROM POTENTIAL CUSTOMERS PRIOR TO EXPLAINING TRUE COSTS.",1,0,,2024-05-11 20:04:29,,,en,us
Google Play,ca1644e4-b2e5-4c4a-b3a5-5fb1defa1b34,Ajike Campbell,Please refund you guys been taking money every month,1,0,362.2.2,2024-05-11 20:03:14,"Hey there, if you need to cancel your subscription have a look here https://help.dropbox.com/accounts-billing/cancellations-refunds/cancel-mobile for the steps.

For further assistance, please reach out to our teams on Twitter at @DropboxSupport or on our Official Online Community https://www.dropboxforum.com/.

Cheers!",2024-05-16 19:14:58,en,us
Google Play,89adcea2-d443-45d1-93d9-5ad9dfb7768a,Thawatchai Koomtai,condition using for real,5,0,376.2.2,2024-05-11 12:52:11,,,en,us
Google Play,02bbcb0c-cf99-4057-80a0-9d3295650a65,abdallah al sawaqi,amazing,5,0,374.2.4,2024-05-11 12:44:50,,,en,us
Google Play,2554463d-6d17-4772-b1d3-ebce1ab07a75,Rahul Singh Rajput,One word Awesome 😎,5,0,374.2.4,2024-05-11 12:37:31,,,en,us
Google Play,134c3370-c8dc-4c79-86bc-6ef85837ad99,J Rich-Donovan,Appreciated this application when it was 1st released however just as most its become a advertising arena and storage space is skimpy now unless a paying customer. The features that made it unique have been limited that once were available to all account holders.,3,0,374.2.2,2024-05-11 08:12:44,,,en,us
Google Play,68fed08b-ae1e-4ee5-a65a-6befe5895ae1,Kyle Bickel,Trash#,1,0,,2024-05-11 03:31:44,,,en,us
Google Play,4aa15b15-715d-4051-a03b-ddb3f098c516,Elizabeth Grobler,Ridiculous to select photos one by one - rather give an option to select from Gallery. I don't want to upload photos to Dropbox - I want to DOWNLOAD photos.,1,0,376.2.2,2024-05-10 19:40:25,"Hey, Elizabeth, you can make multiple selections after choosing to upload photos from the Plus + icon in our app. You can also start in your Gallery, make your selections, and then use the Share menu to add them to your Dropbox. For more, reach us on social media on X at @DropboxSupport, Facebook at facebook.com/Dropbox. Thanks!",2024-05-10 19:30:33,en,us
Google Play,beb6191e-548b-4299-80f3-d4ace7bf4a55,RHYTHM SINGH 4th D,Best app ever used,5,0,376.2.2,2024-05-10 19:40:14,,,en,us
Google Play,7aa8a2f5-db9b-4fa3-952a-71909f792b17,Martin Lamm,awesome,5,0,374.2.4,2024-05-10 19:35:25,,,en,us
Google Play,b2e1f2ef-861d-42e7-98ea-bd6800437e34,Donald White,Works great,5,0,376.2.2,2024-05-10 17:27:06,,,en,us
Google Play,23f9edc2-9140-4846-b24d-c8fae69cb530,Amir Mohammadi,G*****D… ApK,5,0,376.2.2,2024-05-10 15:56:23,,,en,us
Google Play,7d7ef27d-eb69-4134-b83b-3ad6b2cc804f,Rajbishnoi Bishnoi,🇮🇳 This is the best application. I have been using it for 15 years.,5,0,170.2.8,2024-05-10 14:21:01,,,en,us
Google Play,63a96ab3-76de-4e54-9e4d-8893756d5a8d,LX98,I have a suggestion.,1,0,,2024-05-10 13:33:24,"Hey there, thanks for reviewing our app. Regarding your suggestion, we encourage you to post about it in our Share an Idea section https://www.dropboxforum.com/t5/Share-an-idea/ct-p/101002000 of our Official Online Community. There, it can be seen and voted for by others, and gain the attention of our team. Cheers!",2024-05-16 18:58:47,en,us
Google Play,431bd220-72b6-400c-9e97-3dda852499db,Kaung Khant,Good,5,0,,2024-05-10 12:37:09,,,en,us
Google Play,13a06ba6-33f9-479c-b48c-55f1f81b34ad,Dido Mesay,A good app,5,0,376.2.2,2024-05-10 12:20:51,,,en,us
Google Play,6839d105-e8b8-4589-ace0-b63784cc7d8e,Patricia Rocha,Great,5,0,346.2.20,2024-05-10 10:26:43,,,en,us
Google Play,e140d500-8046-4611-a342-8d1d89881bb7,Jonathan Oon,"I really make good use of this app, as a free user, but I think it is time to move on to Google Drive, as I am disappointed by the rule of only 3 devices for free user. Migrating soon.",3,0,374.2.4,2024-05-10 05:58:23,,,en,us
Google Play,12a610a5-3cef-40bf-9f56-67fe9f340b3d,Todd Rico,"Todd Rico great app, I can play and have fun.",5,0,374.2.4,2024-05-10 04:54:03,,,en,us
Google Play,7d0166a1-21c4-4111-a8fc-7b8b4a0ddc79,rena robinett,"Tried many times to log in and now I can't find any of my files even though app says my bkup is full. They just keep asking for more money. This app is really difficult to navigate and find anything. Also, I disconnected old phones and computers so now I can't find files from old bkups either. Horrible app.",1,0,376.2.2,2024-05-10 02:50:03,"Hi there! You can review your space in the Plan tab: https://www.dropbox.com/account/plan Shared folders take up space, too, so deleting those will free up quota. For further assistance, please reach out to our teams on Twitter at @DropboxSupport or on our Official Online Community https://www.dropboxforum.com/. Cheers!",2024-05-16 18:54:38,en,us
Google Play,1ad6b836-566f-4c48-bef4-56f6b79b4483,Ridde Dem,"It is so expensive more then google drive, needed to be fixed the price of ordering plan",1,0,374.2.4,2024-05-09 23:53:20,,,en,us
Google Play,ee9605ac-c0ba-4514-8720-473ad6e33f93,Teresa Collard,Great app . It is helpful.,5,0,370.2.2,2024-05-09 23:48:07,,,en,us
Google Play,f708504a-7ad2-4b92-b577-fe95a0ca3e71,Kory Franz,Can't even create an account. Can't sign up so I would rate it 0 stars if I could,1,0,374.2.4,2024-05-09 22:35:32,"Hey there, thanks for reviewing our app! You can also reach out to our teams on Twitter at @DropboxSupport or on our Official Online Community https://www.dropboxforum.com/ and let us know details about any issues you are experiencing. We can then take a look and see what we can do to help. Thanks!",2024-05-15 20:04:06,en,us
Google Play,96b83b8b-872e-4e97-9eac-8dc503b15dec,Sam Guirguis,Unable to login because the app does not recognize the code it sends to my email. How pathetic,1,0,374.2.4,2024-05-09 20:51:12,"Hey there, we’re sorry to hear that you’re experiencing an issue with our app.
We would like to get some additional information about this, and help in any way we can. Please reach out to our teams on Twitter at @DropboxSupport or on our Official Online Community https://www.dropboxforum.com/ so we can have a look with you.
Thanks!",2024-05-15 20:10:48,en,us
Google Play,1bb970fa-e6b9-4644-9092-bc76069f70e7,Anastasia,Trash,1,0,,2024-05-09 19:37:50,,,en,us
Google Play,65b808f8-95ed-4d44-9ba9-d826ef24dd23,EMILIANO GUTIERREZ,super duper,5,0,374.2.4,2024-05-09 11:55:52,,,en,us
Google Play,1f351167-7b28-4d17-a83d-8913583ecaae,masatu daudi,"Best in storage of docs, photo i grade this app as a five star app✌️✌️",5,0,358.2.4,2024-05-09 06:45:55,,,en,us
Google Play,c5dcded4-f2a4-41ee-a247-2972a2e0af7d,Kourtney Fields,Absolutely useless can't upload a 92MB folder on it because the folder has too many files i guess,1,0,342.2.2,2024-05-09 03:51:33,"Hey there, thanks for reviewing our app. We encourage you to reach out to our teams on Twitter at @DropboxSupport or on our Official Online Community https://www.dropboxforum.com/ so you can tell us more about this, and allow us to help. Thanks!",2024-05-15 20:08:38,en,us
Google Play,5dc19a68-1ee4-40f1-a551-b030a73eabb9,Al-Hassan Model School,well done,5,0,374.2.4,2024-05-08 22:28:19,,,en,us
Google Play,67c14f32-82db-403b-acee-868cbc443757,Nikhil Guru,Good app,5,0,374.2.4,2024-05-08 21:09:40,,,en,us
Google Play,455e9cce-9227-4b82-96a1-fedd8519b4f7,David Sanders,"Same description for awhile about the updates. Updates every day this week, either major improvements or major short comings. We'll never know. SOSO",2,0,372.2.4,2024-05-08 16:57:48,,,en,us
Google Play,ea364960-89a1-4e1e-9f53-02621f1e268c,Steve Tregenza,Bad app keeps taking money out ....,1,0,366.2.2,2024-05-08 14:12:11,"Hey there, sorry to hear about that. We encourage you to reach out to our teams on Twitter at @DropboxSupport or on our Official Online Community https://www.dropboxforum.com/ where you can provide some additional details, and allow us to check on this with you.
Thanks!",2024-05-15 20:08:05,en,us
Google Play,543cb6a2-43ca-4fe8-baa6-65f0c363458d,Tam Williams,not user friendly to cancel,1,0,374.2.4,2024-05-08 10:13:18,"Hey there, if you need to cancel your subscription have a look here https://help.dropbox.com/accounts-billing/cancellations-refunds/cancel-mobile for the steps. For further assistance, please reach out to our teams on Twitter at @DropboxSupport or on our Official Online Community https://www.dropboxforum.com/. Cheers!",2024-05-15 20:07:25,en,us
Google Play,2cb69d45-cfb5-476d-89a5-cf64f378f494,Patrick Monagle,I would like to upload music from Amazon Prime,3,0,374.2.4,2024-05-08 08:29:57,"Hey there, we’re sorry to hear that you’re experiencing an issue with our app.
We would like to get some additional information about this, and help in any way we can. Please reach out to our teams on Twitter at @DropboxSupport or on our Official Online Community https://www.dropboxforum.com/ so we can have a look with you.
Thanks!",2024-05-15 20:05:14,en,us
Google Play,ba594f05-288c-4302-90b7-3bd00d97eed8,Gina Renee Waldkoetter (Gina Renee Waldkoetter),Works ok,3,0,374.2.4,2024-05-08 02:25:55,"Hey Gina, thanks for taking the time to leave your feedback.

If you need help with anything Dropbox related, you can contact us via Facebook facebook.com/Dropbox, X @DropboxSupport or our Official Online Community https://www.dropboxforum.com.

Thanks!",2024-05-14 22:38:42,en,us
Google Play,48e8c04d-db36-4f6b-9d40-842b4b9d6bb1,Lila DeWitt,I have been struggling with a file in my Dropbox. it was converted to FB and I can't look at pictures unless I open and close each one separately. The instructions to convert back do not work.And you can't talk to a person!,1,0,374.2.4,2024-05-08 02:23:30,"Hey Lila, we're sorry to hear about this.

We'd be happy to know more about the issue you've been experiencing, so for further assistance, please reach out to us via Facebook facebook.com/Dropbox, X @DropboxSupport or our Official Online Community https://www.dropboxforum.com.

Thank you!",2024-05-14 22:41:01,en,us
